nombre_abreviado,tipo1,tipo2,sector,RFOSC,Tipo de organización,forma_org,alcance,alcance_estatal,figura_juridica,centralidad_grado_simple,fortaleza,centralidad_grado_ajustado,centralidad_eigenvalor,centralidad_cercania,centralidad_intermediacion,centralidad_Katz,componente,clustering_local_ponderado,clustering_local,bloque_similaridad_estructural,bloque_similaridad_regular,comunidad_infomap,flujo_en_modulo_infomap,knnw_conectividadProm_colaboradores_(ponderado),knn_conectividadProm_colaboradores
SNTE-21,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Nuevo León,Sindical,10,6,7.7459666924,5.88708546078206E-05,79.6785330162,254,253.1050753763,2,0.2222222222,0.6444444444,43,28,23,0.0036036,26.1,23.8333333333
SNTE-24,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Querétaro,Sindical,10,2,4.472135955,5.86073709938506E-05,76.3380534963,151.25,224.2802167324,2,0.4444444444,0.6444444444,25,28,5,0.0012012,24.1,66.5
SNTE-25,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Quintana Roo,Sindical,10,2,4.472135955,5.85253082430091E-05,65.3922179228,1735,208.7402634245,2,0.4444444444,0.6444444444,41,28,22,0.0012012,21.9,62.5
SNTE-27,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Sinaloa,Sindical,1,4,2,2.02978024184196E-06,95.5169850282,0,45.7401156976,2,0,0,44,28,12,0.0024024,46,5
SNTE-28,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Sonora,Sindical,1,2,1.4142135624,3.68051497142458E-18,1.4142135624,0,1.0449320794,27,0,0,,28,,,1,1
SNTE-29,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Tabasco,Sindical,1,2,1.4142135624,1.76643666082743E-11,40.6219168446,0,1.0673062092,2,0,0,45,28,22,0.0012012,3,1.5
SNTE-3,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Baja California Sur,Sindical,1,1,1,3.68051497142458E-18,1,0,1.0449320794,23,0,0,,11,,,1,1
SNTE-31,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Tlaxcala,Sindical,14,4,7.4833147735,0.0022881126,79.536287046,1493,336.4707781917,2,0.3653846154,0.5274725275,7,11,20,0.0024024,22.4285714286,127
SNTE-33,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Yucatán,Sindical,2,3,2.4494897428,9.91688284389101E-05,80.2772295587,0,66.0215624488,2,1,1,46,28,33,0.0018018,33.5,17.6666666667
SNTE-35,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Coahuila,Sindical,3,3,3,9.81470659046555E-18,3,2,1.1393735811,28,0.3333333333,0.3333333333,,28,,,1.6666666667,1.6666666667
SNTE-37,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Baja California,Sindical,4,5,4.472135955,1.73103101922653E-07,72.5358456258,349,50.2904789832,2,0.6888888889,0.6666666667,38,11,19,0.003003,14,5.8
SNTE-38,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Coahuila,Sindical,2,2,2,7.36102994284916E-18,2.5,0,1.0961265036,28,1,1,,28,,,2.5,2.5
SNTE-4,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Campeche,Sindical,7,1,2.6457513111,0.0013130821,64.7696332465,0,254.8525269683,2,1,1,4,28,3,0.000600601,33.1428571429,284
SNTE-42,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Chihuahua,Sindical,6,14,9.1651513899,0.0029252204,82.4597790384,555,111.2494945655,2,0.2,0.2666666667,47,28,10,0.00840841,18.8333333333,14.7142857143
SNTE-44,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Durango,Sindical,1,1,1,1.22683832380819E-18,2,0,1.048993064,28,0,0,,28,,,3,3
SNTE-45,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Guanajuato,Sindical,1,2,1.4142135624,2.33666479857806E-05,66.4367234416,0,14.9716599386,2,0,0,48,28,31,0.0012012,12,2
SNTE-49,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Nayarit,Sindical,1,1,1,3.68051497142458E-18,1.5,0,1.0468713302,26,0,0,,28,,,2,2
SNTE-5,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Coahuila,Sindical,2,2,2,4.90735329523277E-18,2.5,0,1.0961265036,28,1,1,,28,,,2.5,2.5
SNTE-50,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Nuevo León,Sindical,2,5,3.1622776602,2.48612362277497E-06,77.7552047637,0,56.6236339388,2,1,1,49,28,23,0.003003,28,5.2
SNTE-54,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Sonora,Sindical,1,2,1.4142135624,3.68051497142458E-18,1.4142135624,0,1.0449320794,27,0,0,,28,,,1,1
SNTE-55,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Tlaxcala,Sindical,4,3,3.4641016151,9.68317477940402E-06,60.8325666363,700,16.316460621,2,0.3333333333,0.3333333333,29,11,20,0.0018018,5,2.6666666667
SNTE-56,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Veracruz,Sindical,7,1,2.6457513111,0.0013130821,64.7696332465,0,254.8525269683,2,1,1,4,28,3,0.000600601,33.1428571429,284
SNTE-57,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Yucatán,Sindical,2,3,2.4494897428,9.91688284389101E-05,80.2772295587,0,66.0215624488,2,1,1,50,28,33,0.0018018,33.5,17.6666666667
SNTE-58,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Zacatecas,Sindical,5,1,2.2360679775,1.32894376670786E-05,71.6635102181,0,126.5922175954,2,1,1,22,28,15,0.000600601,26.6,69
SNTE-6,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Colima,Sindical,1,1,1,0.0001524649,88.8888615753,0,64.780796163,2,0,0,30,28,3,0.000600601,61,43
SNTE-8,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Chihuahua,Sindical,2,12,4.8989794856,0.0002713819,78.9256717402,0,7.9709919208,2,1,1,51,28,10,0.00720721,4.5,1.4166666667
SNTI,SPB,NA,SPB,No,Discreta,Económico-gremial,local,CDMX,Sindical,14,1,3.7416573868,9.75558540693933E-06,55.6094970253,0,704.8456056867,2,1,1,2,19,4,0.000600601,34.2142857143,127
SNTINBAL,SPB,NA,SPB,No,Discreta,Económico-gremial,local,CDMX,Sindical,18,2,6,2.33233819380322E-05,70.6976726714,0,817.1842965627,2,0.8487394958,0.8039215686,2,19,4,0.0012012,30.7222222222,79
SNTISSSTE,SPB,NA,SPB,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,4,1,2,1.22794046155163E-05,67.7412142279,0,76.9385984359,2,1,1,7,12,24,0.000600601,18,27
SNTMMSSRM,SPA,MI,SPA / MI,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,21,5,10.246950766,5.79625262617435E-05,99.9187016728,375.6666666667,959.8760196053,2,0.555,0.619047619,11,12,4,0.003003,31.8095238095,46.6
SNTMMSSRM-150,SPA,MI,SPA / MI,No,Discreta,Económico-gremial,local,Tamaulipas,Sindical,1,1,1,2.45367664761639E-18,1,0,1.0449320794,29,0,0,,9,,,1,1
SNTMMSSRM-234,SPA,MI,SPA / MI,No,Discreta,Económico-gremial,local,Tamaulipas,Sindical,1,1,1,1.22683832380819E-18,1,0,1.0449320794,29,0,0,,9,,,1,1
SNTMMSSRM-65,SPA,MI,SPA / MI,No,Discreta,Económico-gremial,local,Sonora,Sindical,1,1,1,3.68051497142458E-18,1,0,1.0449320794,19,0,0,,11,,,1,1
SNTSA,SPB,NA,SPB,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,7,2,3.7416573868,0.0056383173,79.4636519607,4,208.2841654156,2,0.5138888889,0.5238095238,7,12,24,0.0012012,25.4285714286,148.5
SNTSLATSSC_Indep,SPA,NA,SPA,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,3,1,1.7320508076,5.0930852798518E-07,62.7640817048,0,105.208186961,2,1,1,2,12,4,0.000600601,18.3333333333,12
SNTSS,SPB,NA,SPB,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,13,2,5.0990195136,1.98506895928536E-05,69.4878589401,15,377.8523425695,2,0.5335648148,0.6025641026,7,12,24,0.0012012,21.5384615385,34.5
SNTSS-29,SPB,NA,SPB,No,Matriz,Económico-gremial,local,Zacatecas,Sindical,1,1,1,6.05120232233399E-07,66.2643244772,0,14.9081823546,2,0,0,22,28,15,0.000600601,17,5
SNTSTC,SPB,NA,SPB,No,Discreta,Económico-gremial,local,CDMX,Sindical,14,1,3.7416573868,9.7555854069197E-06,55.6094970253,0,704.8456056867,2,1,1,2,19,4,0.000600601,34.2142857143,127
SNTTTASS,SPA,TA,SPA / TA,No,Matriz,Económico-gremial,local,CDMX,Sindical,14,4,7.4833147735,2.64083059107295E-05,94.9229963933,146,656.7403154317,2,0.4759615385,0.6813186813,1,12,6,0.0024024,34,43.75
SolidaridadxFam,AV,NA,AV,No,Discreta,Civil,local,Estado de México,Desconocida,3,1,1.7320508076,3.39104001524539E-12,45.1899684173,0,1.3589374189,2,1,1,3,4,14,0.000600601,7,5
SPAUAZ,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Zacatecas,Sindical,7,2,3.7416573868,1.34921526164599E-05,73.139711628,123,128.3522220432,2,0.6444444444,0.619047619,22,11,15,0.0012012,19.5714285714,35
SPUM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Michoacán,Sindical,4,1,2,0.000040265,69.6119244289,0,79.8936989865,2,1,1,2,11,3,0.000600601,20.5,61
Stacobach,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,7,1,2.6457513111,2.10658421293916E-05,63.0644601147,0,391.2637036043,2,1,1,2,12,4,0.000600601,37.1428571429,67
STAENEQ,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Querétaro,Sindical,2,1,1.4142135624,3.2978088218749E-07,70.8377303461,0,26.6104062424,2,1,1,25,11,5,0.000600601,18,12
STASPE,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Michoacán,Sindical,8,8,8,0.0004349557,102.7675211095,2.5,93.6815455188,2,0.8223214286,0.6428571429,30,11,3,0.0048048,12.375,8.5
STAUAEM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Morelos,Sindical,1,1,1,4.90735329523277E-18,1,0,1.0449320794,25,0,0,,31,,,1,1
STAUAG,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Guerrero,Sindical,5,3,3.8729833462,8.30860691460351E-06,80.5640710872,0,86.3252605472,2,0.3888888889,0.5,9,23,1,0.0018018,15.6,51.6666666667
STAUS,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Sonora,Sindical,1,1,1,3.68051497142458E-18,1,0,1.0449320794,30,0,0,,11,,,1,1
STEUS,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Sonora,Sindical,1,1,1,2.45367664761639E-18,1,0,1.0449320794,30,0,0,,11,,,1,1
STINCA,SPB,NA,SPB,No,Discreta,Económico-gremial,local,CDMX,Sindical,3,1,1.7320508076,0.000000056,65.7191274494,0,22.5013447098,2,1,1,25,19,5,0.000600601,12.6666666667,13
STRM,SPA,NA,SPA,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,73,19,37.2424488991,0.0077684858,115.7416454545,5170.35,1961.6705577754,2,0.2608210341,0.1685692542,2,12,4,0.0114114,19.095890411,44.6315789474
STTAISUAG,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Guerrero,Sindical,3,2,2.4494897428,8.13858147558256E-06,77.283365237,0,45.1609519625,2,0.625,0.6666666667,26,23,1,0.0012012,18.3333333333,65.5
STUACH,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Estado de México,Sindical,19,3,7.5498344353,2.57882855840568E-05,80.2483884494,11,684.2671919708,2,0.462037037,0.4502923977,2,11,4,0.0018018,29,65
STUAdeG,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Jalisco,Sindical,5,1,2.2360679775,9.10514206553914E-07,69.1976288169,0,141.8128228012,2,1,1,2,11,4,0.000600601,24,39
STUAZ,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Zacatecas,Sindical,3,1,1.7320508076,2.40279937259792E-07,58.233216417,0,21.345170222,2,1,1,22,11,15,0.000600601,9,8
STUHM,SPA,NA,SPA,No,Discreta,Económico-gremial,local,Jalisco,Sindical,1,1,1,3.68051497142458E-18,1,0,1.0449320794,31,0,0,,9,,,1,1
STUIA,SPA,ED,SPA / ED,No,Discreta,Económico-gremial,local,CDMX,Sindical,5,1,2.2360679775,9.10514206558821E-07,69.1976288169,0,141.8128228012,2,1,1,2,19,4,0.000600601,24,39
STUNAM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,CDMX,Sindical,48,17,28.5657137142,0.0053079916,117.781531593,1991.4166666667,1721.6553098054,2,0.4562394461,0.3138297872,2,19,4,0.0102102,23.9583333333,38.7647058824
SUEUM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Michoacán,Sindical,9,9,9,0.0005447743,105.1249447884,5,177.8876118539,2,0.7277777778,0.5,30,11,3,0.00540541,19,9.8888888889
SUSPEG,SPB,NA,SPB,No,Matriz,Económico-gremial,local,Guerrero,Sindical,11,30,18.1659021246,0.0008990629,119.8615343336,472,230.2610645627,2,0.7258333333,0.5090909091,32,23,1,0.018018,19.6363636364,7.7333333333
SUSPEG-14,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Guerrero,Sindical,3,3,3,0.000016424,90.6377022603,351,25.9380552634,2,0.3333333333,0.3333333333,9,23,1,0.0018018,11.6666666667,31.6666666667
SUSPEG-15,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Guerrero,Sindical,2,1,1.4142135624,5.48961998801751E-06,76.2137020191,0,25.8469273036,2,1,1,9,23,1,0.000600601,17,94
SUSPEG-18,SPB,NA,SPB,No,Discreta,Económico-gremial,local,Guerrero,Sindical,2,1,1.4142135624,5.48961998801751E-06,76.2137020191,0,25.8469273036,2,1,1,9,23,1,0.000600601,17,94
SUTCECyTEM,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,Michoacán,Sindical,4,1,2,4.07203187694396E-05,69.5411263754,0,76.2991826513,2,1,1,2,11,3,0.000600601,20.25,62
SUTCOBACH-Gro,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,local,Guanajuato,Sindical,24,7,12.9614813968,0.0001111239,94.0092545784,48,1016.6431285087,2,0.3971532091,0.5507246377,9,28,1,0.0042042,30.625,59.7142857143
SUTCONALEP,SPB,ED,SPB / ED,No,Matriz,Económico-gremial,nacional,Nacional,Sindical,16,1,4,3.04983468013444E-05,54.9587405773,0,915.7623104084,2,1,1,2,12,4,0.000600601,39.3125,222
SUTIEMS,SPB,ED,SPB / ED,No,Discreta,Económico-gremial,local,CDMX,Sindical,14,3,6.4807406984,1.59713245526412E-05,81.7168318488,62,534.9338230397,2,0.5868945869,0.6263736264,2,19,4,0.0018018,29.4285714286,37.6666666667
